,Donor City,Donor State,Donor Is Teacher,Teacher Project Posted Sequence,Project Type,Project Grade Level Category,Project Cost,Donated_y_n,School Metro Type,School Percentage Free Lunch,School State,School City,Project_res_total_cost,Donor_vs_school_state,Donor_vs_school_city,Project_posted_month,Project_posted_day_of_month,Num_hist_donations,Days_since_last_donation,Avg_days_between_donations,Avg_donations_per_proj,Interest_in_optional,Total_interest_in_cat,Total_interest_in_subcat,Interest_in_res,Interest_in_grade,Interest_in_proj_type,Interest_in_metro,Interest_in_county,Interest_in_district,Interest_in_zip,Donation_month,Interest_in_month,Total_project_interest,Donor Cluster,School Cluster,Project Cluster,Distance,School Population,School Population Density,School Occupied Housing Units,School Median Home Value,School Median Household Income,Donor Population,Donor Population Density,Donor Occupied Housing Units,Donor Median Home Value,Donor Median Household Income
1327,Fairfield,Vermont,0,1,2,4,0.06143566603476357,N,0.0,0.7021276595744681,Arizona,Avondale,0.07917146345717774,0,0,8,26,18,49.147141203703704,28.22976337448559,1.0,1.0,0.05555555555555555,0.0,0.1111111111111111,0.0,0.2222222222222222,0.05555555555555555,0.0,0.0,0.0,,,0.4444444444444444,1,4,0,0.4404071149868958,0.5940045617464973,0.18034518217948362,0.7891308691308692,0.05072220356063151,0.09793810477527874,0.2782906624275516,0.13223645813068008,0.48487512487512485,0.29511533242876525,0.131561829964586
1328,Seattle,Washington,0,1,2,1,0.10280885376338343,N,3.0,0.8191489361702127,Louisiana,New Orleans,0.11969823826966684,0,0,6,1,3,11.537199074074074,421.9041203703704,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,,,1.0,0,3,5,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.10108709604162759,0.5480114504877575,0.2895104895104895,0.43340117593848937,0.17125201763472983
1329,New York,New York,0,7,2,1,0.23021386804795343,N,0.0,0.6063829787234042,Maine,Pittston,0.2567730682016396,0,0,8,17,3,49.5727662037037,0.0010069444444444444,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,,,3.333333333333333,2,2,3,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.20835513778769538,0.9438036741613629,0.4407992007992008,0.6927860696517414,0.4045327519333157
1330,Washington,Indiana,0,1,2,4,0.035792860385015876,N,0.0,0.10638297872340427,Pennsylvania,Jenkintown,0.056689342403628114,0,0,8,23,29,25.42863425925926,50.50788034802043,1.1153846153846154,1.0,0.06896551724137931,0.0,0.0,0.0,0.13793103448275862,0.0,0.0,0.0,0.0,8.0,0.3448275862068966,0.20689655172413793,0,0,2,0.13037033094987507,0.16803420322481905,0.1366276646007615,0.2534665334665335,0.24857238831037956,0.4131540781325537,0.17313559573060558,0.0033350935215808344,0.27336663336663336,0.06320669380370873,0.19855332578476956
1331,Yorktown,Virginia,0,2,2,1,0.03736015806477451,N,3.0,0.9042553191489361,California,Fresno,0.053575789290075,0,0,6,17,92,14.453287037037038,17.84765297906602,1.010989010989011,0.9782608695652174,0.0,0.0,0.010869565217391304,0.021739130434782608,0.043478260869565216,0.010869565217391304,0.0,0.0,0.0,6.0,0.07608695652173914,0.08695652173913043,2,1,0,0.4749807619387734,0.1236904726640797,0.22995469831299853,0.1319080919080919,0.10054865076699138,0.043716475977807964,0.24809684139851304,0.09343820349628972,0.4272927072927073,0.17808683853459972,0.21419451203353493
1332,Vincentown,New Jersey,0,15,2,4,0.07453475022027607,N,3.0,0.9148936170212766,Illinois,Rock Island,0.09908076050933193,0,0,7,7,58,1.5461689814814814,21.96205858876117,1.0,1.0,0.017241379310344827,0.0,0.1724137931034483,0.0,0.3103448275862069,0.15517241379310345,0.0,0.0,0.0,7.0,0.034482758620689655,0.6551724137931034,1,4,0,0.16196058204492927,0.38620812227850354,0.060226230510547235,0.638001998001998,0.07837868099876832,0.20751705456694064,0.008333415614293191,0.009616186320558072,0.011428571428571429,0.15784712799638173,0.555879447830591
1333,Tarrytown,New York,0,20,2,3,0.02890289162416895,N,3.0,0.8085106382978723,California,Anaheim,0.045086342229199376,0,0,8,12,10,1.1546412037037037,98.33519097222222,1.0,1.0,0.2,0.1,0.4,0.1,0.6,0.2,0.0,0.0,0.0,8.0,0.6,1.5999999999999999,3,1,2,0.48990412904260655,0.6128341084352815,0.27436702704204996,0.6999000999000999,0.3432986227746053,0.2548477942248517,0.01203605880784763,0.02420722047747422,0.015224775224775226,0.727498869289914,0.7770905104917006
1334,Altamont,Utah,0,1,2,3,0.021093103356206438,N,3.0,0.3191489361702127,Florida,Panama City,0.04060701203558346,0,0,8,30,7,226.01100694444443,21.03599537037037,1.1666666666666667,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.2857142857142857,0.0,2,0,2,0.3103646191977769,0.22359469573545818,0.05883660820988855,0.38505494505494503,0.09248684357854663,0.15870531089573886,0.007158443507538582,0.0008893582724215558,0.00951048951048951,0.14326096788783357,0.32563419981208896
1335,Los Angeles,California,0,1,2,2,0.0036205377406349284,N,4.0,0.9574468085106383,Oklahoma,Bartlesville,0.018227803942089657,0,0,8,22,6,21.009895833333335,165.53417438271603,1.0,0.8333333333333334,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,8.0,0.3333333333333333,0.6666666666666666,2,4,2,0.2525063503628123,0.003603977211015334,0.0016953392068035909,0.006233766233766234,0.009741350352704063,0.13170192683993648,0.563887874090384,0.45318362469080903,0.5183216783216783,0.2398236092265943,0.12402731937652076
1336,New York,New York,0,110,2,1,0.009172829946866738,N,0.0,0.8936170212765957,California,Riverside,0.025285190999476716,0,0,8,2,30,18.38087962962963,53.66664236111111,1.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.13333333333333333,0.1,0.0,0.0,0.0,8.0,0.16666666666666666,0.23333333333333334,2,1,2,0.4808471462070823,0.20703614838512197,0.10222061643645257,0.26113886113886114,0.17691187996864852,0.25883039050929657,0.20835513778769538,0.9438036741613629,0.4407992007992008,0.6927860696517414,0.4045327519333157
1337,Philadelphia,Pennsylvania,1,4,2,2,0.03447787894160681,N,0.0,0.6702127659574467,Washington,Shelton,0.04663701377987092,0,0,8,17,8,68.00515046296296,42.78366608796296,2.6666666666666665,1.0,0.125,0.125,0.0,0.0,0.125,0.125,0.0,0.0,0.0,8.0,0.625,0.5,2,1,2,0.48109012003129764,0.37650206858418006,0.030766237736583196,0.6437962037962038,0.27175008397715816,0.40075354711971584,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
1338,Walnut Creek,California,1,1,2,2,0.03226310308920513,N,0.0,0.2978723404255319,Georgia,Fayetteville,0.04882260596546311,0,0,6,6,14,518.4584027777778,14.699461805555556,2.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2,4,2,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.5945161385874663,0.2110280425780273,1.0,0.643939393939394,0.32867570888241104
1339,Wendell,Massachusetts,0,13,2,3,0.042876405094384965,N,3.0,0.276595744680851,California,Fairfield,0.05911215768358625,0,0,8,21,971,3.0860416666666666,0.6255451019376737,1.006217616580311,0.9979402677651905,0.14212152420185376,0.05149330587023687,0.0411946446961895,0.025746652935118436,0.2286302780638517,0.19773429454170957,0.0,0.0,0.0,8.0,0.3079299691040165,0.6869207003089598,3,4,0,0.5212592588217183,0.5945081311650227,0.2110280425780273,1.0,0.6474079050498264,0.41876347675284115,0.17476475873576952,0.019287957533142493,0.3177622377622378,0.16824966078697423,0.2036606519068154
1340,Chicago,Illinois,1,1,2,1,0.052487117186874224,N,0.0,0.7872340425531914,Illinois,Montgomery,0.07495552066980639,1,0,8,6,12,11.22125,60.86350212191358,1.3333333333333333,1.0,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.25,0.0,0.0,0.0,0.0,8.0,0.5833333333333334,0.75,2,3,0,0.002576958918532509,0.11477433178312944,0.06681304021566938,0.13938061938061938,0.16571492554025302,0.26039580407774887,0.10969697568103952,0.800227898057308,0.2692907092907093,0.5163952962460425,0.48815919439157773
1341,Stuart,Florida,0,5,2,4,0.010048594238111767,N,3.0,0.9042553191489361,California,Los Angeles,0.026164311878597593,0,0,6,14,13,28.36986111111111,58.51468928062677,1.0,1.0,0.0,0.0,0.15384615384615385,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,,,0.38461538461538464,0,3,2,,0.563879261826476,0.45318362469080903,0.5183216783216783,0.2472287537789721,0.15802236085852195,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
1342,Washington,Indiana,0,6,2,2,0.04515125624115558,N,0.0,0.20212765957446807,Wisconsin,Verona,0.06092796092796093,0,0,8,31,29,25.42863425925926,50.50788034802043,1.1153846153846154,1.0,0.06896551724137931,0.034482758620689655,0.06896551724137931,0.0,0.13793103448275862,0.0,0.0,0.0,0.0,8.0,0.3448275862068966,0.3103448275862069,0,2,0,0.05818294589294643,0.0002073521135104713,0.009810733442650288,0.0002797202797202797,0.25082632508851854,0.274623438936779,0.17313559573060558,0.0033350935215808344,0.27336663336663336,0.06320669380370873,0.19855332578476956
1343,Windham,New Hampshire,1,11,2,2,0.004059754892798972,N,3.0,0.7978723404255319,California,Los Angeles,0.020153497296354437,0,0,6,24,168,51.131643518518516,8.20486207561728,1.1275167785234899,0.9940476190476191,0.02976190476190476,0.0,0.0,0.017857142857142856,0.03571428571428571,0.023809523809523808,0.005952380952380952,0.005952380952380952,0.0,6.0,0.017857142857142856,0.11904761904761904,3,3,2,,0.563879261826476,0.45318362469080903,0.5183216783216783,0.2472287537789721,0.15802236085852195,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
1344,Brooklyn,New York,0,2,2,3,0.0015552826208848416,N,3.0,0.44680851063829785,California,Santa Rosa,0.017638234781091923,0,0,8,9,122,15.46025462962963,13.351784589404977,1.0338983050847457,0.8524590163934426,0.00819672131147541,0.00819672131147541,0.0,0.0,0.00819672131147541,0.00819672131147541,0.0,0.0,0.0,8.0,0.03278688524590164,0.03278688524590164,3,4,2,0.5141741546579609,0.3651273240716056,0.0498318557016203,0.5296303696303696,0.32795879520770344,0.29409823737501634,0.5048233098668036,1.0,0.932067932067932,0.7140434192673,0.48703293261702285
1345,Portland,Oregon,1,54,2,2,0.02190078231383333,N,3.0,0.5425531914893617,Massachusetts,Worcester,0.04148962148962149,0,0,5,5,3,2.1099074074074076,3.6800578703703706,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,2.0,3,0,2,0.43066610643616243,0.39859987953829595,0.01528584530724549,0.6992607392607393,0.11902362557384391,0.22609483029842614,0.1528846058906585,0.21169506128234347,0.33054945054945056,0.5798281320669381,0.1558457202052567
1346,Torrance,California,1,38,2,2,0.002357621552345604,N,3.0,0.9574468085106383,Florida,Delray Beach,0.020106401534972958,0,0,8,11,1279,1.100636574074074,1.321590190904352,1.1831637372802961,0.9202501954652071,0.003909304143862392,0.003127443315089914,0.05160281469898358,0.03205629397967162,0.0797498045347928,0.020328381548084442,0.0,0.0,0.0,8.0,0.11884284597341674,0.19077404222048475,0,4,2,0.46456766028537005,0.24563326322857112,0.12576081820961063,0.4683716283716284,0.15239054977046243,0.21357919534673142,0.42634702159381516,0.21339040048914706,0.5838161838161838,0.5296246042514698,0.2447300585415211
1347,Belleville,New Jersey,1,3,2,1,0.08994740074226362,N,0.0,0.8404255319148936,Michigan,Kentwood,0.10617477760334902,0,0,8,5,44,8.446747685185185,26.436400989057233,1.2941176470588236,0.13636363636363635,0.18181818181818182,0.022727272727272728,0.13636363636363635,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,8.0,0.022727272727272728,0.6136363636363636,1,3,5,0.12141951664846436,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
1348,Vincentown,New Jersey,0,3,2,2,0.10332683630149787,N,3.0,0.9574468085106383,New Jersey,Trenton,0.130584336298622,1,0,5,20,58,1.5461689814814814,21.96205858876117,1.0,1.0,0.3448275862068966,0.2413793103448276,0.034482758620689655,0.1724137931034483,0.3103448275862069,0.15517241379310345,0.0,0.0,0.0,5.0,0.08620689655172414,1.2586206896551724,1,3,5,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.008333415614293191,0.009616186320558072,0.011428571428571429,0.15784712799638173,0.555879447830591
1349,Brooklyn,New York,1,52,2,2,0.00492350412517021,N,3.0,0.9574468085106383,Connecticut,Hartford,0.02291470434327577,0,0,6,23,35,8.010451388888889,44.89427281746031,1.0,1.0,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.08571428571428572,0.08571428571428572,0.0,0.0,0.0,6.0,0.02857142857142857,0.2857142857142857,3,1,2,0.16842360238284076,0.011621592266753557,0.0008337733803952086,0.02161838161838162,0.1363789049378569,0.28197395581543466,0.5048233098668036,1.0,0.932067932067932,0.7140434192673,0.48703293261702285
1350,West Roxbury,Massachusetts,0,133,2,2,0.038736549809094065,N,3.0,0.3723404255319149,California,Modesto,0.054955520669806385,0,0,6,10,5,6.530347222222222,70.41190740740741,1.0,1.0,0.0,0.0,0.4,0.6,0.6,0.6,0.0,0.0,0.0,,,2.2,2,0,0,,0.3660357238069848,0.016536505377838302,0.44955044955044954,0.14186541260777066,0.2578251494432806,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
1351,Pittsboro,North Carolina,0,2,2,2,0.01516166929217953,N,0.0,0.22340425531914895,North Carolina,Chapel Hill,0.029024943310657594,1,0,8,28,22,8.283402777777777,68.08707491582491,1.0,1.0,0.0,0.0,0.045454545454545456,0.045454545454545456,0.13636363636363635,0.0,0.0,0.0,0.0,8.0,0.045454545454545456,0.22727272727272727,3,0,2,0.013680227828264401,0.17347472772692712,0.00797643200578083,0.25874125874125875,0.1259657373194491,0.22088445866617556,0.08639500784960358,0.007281620855451488,0.13182817182817183,0.1281094527363184,0.25743814594425307
1352,Altamont,Utah,1,1,2,2,0.03226310308920513,N,0.0,0.2978723404255319,Georgia,Fayetteville,0.04882260596546311,0,0,6,6,6,331.37077546296297,91.82099922839505,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2,4,2,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.007158443507538582,0.0008893582724215558,0.00951048951048951,0.14326096788783357,0.32563419981208896
1353,Chicago,Illinois,0,3,2,2,0.03822657731022881,N,4.0,0.26595744680851063,Alabama,Wetumpka,0.05494331065759637,0,0,6,28,17,26.59324074074074,81.29322031590414,1.2142857142857142,0.8823529411764706,0.058823529411764705,0.0,0.058823529411764705,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,6.0,0.11764705882352941,0.23529411764705882,2,4,0,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.10969697568103952,0.800227898057308,0.2692907092907093,0.5163952962460425,0.48815919439157773
1354,Grandville,Michigan,0,1,2,2,0.01165193709449176,N,0.0,0.42553191489361697,North Carolina,Hope Mills,0.02811616954474097,0,0,7,31,29,24.472407407407406,33.0297194284802,1.0357142857142858,0.9655172413793104,0.06896551724137931,0.0,0.034482758620689655,0.034482758620689655,0.1724137931034483,0.10344827586206896,0.0,0.0,0.0,7.0,0.034482758620689655,0.41379310344827586,0,4,2,0.13276593121896849,0.169465920199058,0.038853839526416724,0.2675324675324675,0.0685253611017803,0.08411028492061666,0.20473148431560345,0.022456296378644283,0.22317682317682316,0.13738127544097695,0.1769796911513166
1355,Memphis,Tennessee,1,1,2,2,0.04873708381171067,N,0.0,0.9574468085106383,Georgia,Morrow,0.06634397348683062,0,0,7,31,3,11.470115740740741,9.869791666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,7.0,0.6666666666666666,2.333333333333333,0,4,0,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
1356,Washington,Indiana,0,2,2,3,0.00981229808026059,N,3.0,0.9361702127659574,Oklahoma,Oklahoma City,0.02616256759113902,0,0,8,31,29,25.42863425925926,50.50788034802043,1.1153846153846154,1.0,0.0,0.0,0.0,0.034482758620689655,0.13793103448275862,0.034482758620689655,0.0,0.0,0.0,8.0,0.3448275862068966,0.20689655172413796,0,3,2,0.12265646402841579,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.17313559573060558,0.0033350935215808344,0.27336663336663336,0.06320669380370873,0.19855332578476956
1357,Orange,California,1,1,2,4,0.02181133687555069,N,0.0,0.6170212765957447,Florida,Gibsonton,0.04139194139194139,0,0,7,24,13,721.0461805555556,51.69076566951566,1.1818181818181819,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1,3,2,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.6128417539667651,0.27436702704204996,0.6999000999000999,0.3368385345997286,0.20002288660290543
1358,Washington,Indiana,0,19,2,3,0.012099164285905,N,3.0,0.06382978723404256,California,San Jose,0.02822082679225536,0,0,6,19,29,25.42863425925926,50.50788034802043,1.1153846153846154,1.0,0.0,0.0,0.06896551724137931,0.034482758620689655,0.13793103448275862,0.034482758620689655,0.0,0.0,0.0,6.0,0.034482758620689655,0.27586206896551724,0,4,2,0.37643251927015337,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.17313559573060558,0.0033350935215808344,0.27336663336663336,0.06320669380370873,0.19855332578476956
1359,Washington,District of Columbia,0,1,2,1,0.01676768216164259,N,0.0,0.776595744680851,Florida,Hudson,0.03265654979940694,0,0,8,24,28,9.125648148148148,49.15277695105819,1.037037037037037,0.7142857142857143,0.10714285714285714,0.0,0.0,0.10714285714285714,0.10714285714285714,0.0,0.0,0.0,0.0,8.0,0.2857142857142857,0.3214285714285714,3,1,2,0.15572977990508519,0.22052390967346977,0.005086017620410772,0.37786213786213785,0.07602732056880528,0.16268023358425993,0.38064159401257913,0.49162057752702815,0.6593406593406593,0.5176390773405699,0.3875304150907033
1360,West Bend,Wisconsin,0,1,2,1,0.031916001388406806,N,3.0,0.7021276595744681,Colorado,Aurora,0.04933891505320076,0,0,7,28,3,5.484606481481482,87.69578703703704,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,,,1.0,3,2,2,0.18352549798364015,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.018769932562525304,0.0017787165448431117,0.02997002997002997,0.1651967435549525,0.30713821099038763
1361,Bossier City,Kentucky,0,7,2,2,0.006342616078818784,N,3.0,0.776595744680851,Virginia,Lynchburg,0.02227106227106227,0,0,8,3,14,8.065416666666666,41.223979828042324,1.0,0.7857142857142857,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,8.0,0.2857142857142857,0.21428571428571427,0,1,2,0.17831992762769291,0.2641764665225076,0.019287957533142493,0.42337662337662335,0.0814018586944351,0.11826546037738746,0.08093484335350863,0.052694477640977185,0.14453546453546454,0.0237449118046133,0.03557059914717291
1362,College Station,Texas,0,1,2,2,0.06287079806691052,N,0.0,0.18085106382978725,Illinois,Wheaton,0.07857666143380429,0,0,7,28,904,3.4144212962962963,1.870516582677801,1.0033296337402886,0.05530973451327434,0.035398230088495575,0.030973451327433628,0.025442477876106196,0.016592920353982302,0.06637168141592921,0.0055309734513274336,0.0,0.0,0.0,7.0,0.059734513274336286,0.18030973451327434,2,1,0,0.1817844626157776,0.386237744009005,0.09427197687668491,0.5057742257742258,0.2358078602620087,0.31777128079989564,0.15253902585926007,0.13362608043133875,0.25514485514485513,0.08073270013568522,0.052145317882868775
1363,Diamond Springs,California,0,4,2,1,0.02717005313326035,N,0.0,0.5851063829787234,Colorado,Denver,0.044453165881737304,0,0,6,28,416,7.640381944444444,3.9675784588675116,1.002409638554217,0.9855769230769231,0.014423076923076924,0.007211538461538462,0.004807692307692308,0.009615384615384616,0.036057692307692304,0.019230769230769232,0.0,0.0,0.0,6.0,0.009615384615384616,0.09134615384615384,0,2,2,0.18147434628679246,0.0038508249651944665,5.558489202634724e-05,0.0064335664335664336,0.2229313626693539,0.24720489268476104,0.0019549956061967436,0.003140546399488619,0.0036363636363636364,0.14371325192220716,0.03122214459514805
1364,Trenton,New Jersey,0,5,2,3,0.005283955891383866,N,3.0,0.7340425531914894,South Carolina,Spartanburg,0.02179487179487179,0,0,6,9,19,8.346226851851851,10.31235928362573,1.0,1.0,0.10526315789473684,0.0,0.42105263157894735,0.05263157894736842,0.631578947368421,0.3157894736842105,0.0,0.0,0.0,6.0,0.5789473684210527,1.526315789473684,0,1,2,0.10848131164599646,0.3065750367803154,0.03151663377893889,0.4788011988011988,0.11040197066397939,0.1967356522940215,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
1365,Neptune,New Jersey,1,11,2,1,0.023787146557018125,N,3.0,0.7659574468085106,Georgia,Sandy Springs,0.039977324263038544,0,0,7,10,14,0.41302083333333334,44.94642361111111,1.5555555555555556,1.0,0.07142857142857142,0.0,0.21428571428571427,0.07142857142857142,0.21428571428571427,0.14285714285714285,0.0,0.0,0.0,,,0.7142857142857142,1,3,2,0.14575912326512278,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.23512277964829828,0.07137100136182986,0.3823376623376623,0.38692899140660336,0.36442699173673176
1366,New York,New York,0,1,2,2,0.03226310308920513,N,0.0,0.2978723404255319,Georgia,Fayetteville,0.04882260596546311,0,0,6,6,10134,9.223032407407407,0.16581250137052084,1.8519736842105263,0.7287349516479179,0.005525952239984212,0.0020722320899940793,0.005032563647128479,0.0026642984014209592,0.00789421748569173,0.00039471087428458656,0.0,0.0,0.0,6.0,0.05693704361555161,0.023583974738504047,2,4,2,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.20835513778769538,0.9438036741613629,0.4407992007992008,0.6927860696517414,0.4045327519333157
1367,Wolcott,Connecticut,1,45,2,1,0.027818866312444932,N,0.0,0.648936170212766,Maryland,Adelphi,0.04528867957439386,0,0,6,25,15,25.629189814814815,71.85219212962963,1.0,0.4,0.13333333333333333,0.06666666666666667,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,6.0,0.26666666666666666,0.33333333333333337,0,3,2,0.05181494875270504,0.0,5.558489202634724e-05,3.996003996003996e-05,0.25082632508851854,0.274623438936779,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
1368,Baton Rouge,Louisiana,0,80,2,1,0.013977518489840596,N,1.0,0.5,Florida,St Augustine,0.03282051282051282,0,0,7,19,3,42.50876157407407,89.50695601851852,1.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,7.0,0.3333333333333333,1.0,3,0,2,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.00012835829737655388,0.002779244601317362,0.0004795204795204795,0.29637086791517037,0.26091688864662055
1369,Hayward,California,0,41,2,3,0.09669452380316663,N,3.0,0.6808510638297872,California,Fresno,0.11312925170068028,1,0,6,2,3,20.130057870370372,349.2507214506173,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,,,1.9999999999999998,2,1,5,0.030724255868280377,0.1236904726640797,0.22995469831299853,0.1319080919080919,0.10054865076699138,0.043716475977807964,0.5945161385874663,0.2110280425780273,1.0,0.643939393939394,0.32867570888241104
1370,Ormond Beach,Florida,1,2,2,1,0.06028889541558753,N,0.0,0.7553191489361701,Nevada,Las Vegas,0.07750043607186463,0,0,8,13,3,36.04045138888889,445.78510416666666,1.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,,,0.6666666666666666,0,3,0,,0.45472318492846353,0.2391262054973458,0.5775824175824176,0.0484828126749524,0.060598387010136825,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
1371,Portland,Oregon,1,4,2,1,0.07330787920860811,N,3.0,0.8723404255319148,California,San Diego,0.08965637537066108,0,0,8,20,3,2.1099074074074076,3.6800578703703706,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,4.0,3,1,0,0.18647502889328502,0.3662529498306625,0.21864317278563686,0.8231368631368632,0.470160116448326,0.2919496305163563,0.1528846058906585,0.21169506128234347,0.33054945054945056,0.5798281320669381,0.1558457202052567
1372,Raleigh,North Carolina,0,6,2,1,0.01445278081862601,N,0.0,0.776595744680851,Texas,Lufkin,0.03334031048316762,0,0,8,1,7,8.287997685185186,151.82627645502643,1.0,1.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,8.0,0.14285714285714285,0.2857142857142857,2,2,2,0.19461316997668945,0.28667910779347733,0.005002640282371251,0.4143056943056943,0.06751763520322471,0.2095275366989725,0.09330660847757186,0.14638281315138546,0.1335864135864136,0.17379014020805067,0.054506251656267324
1373,Monrovia,California,0,1,2,3,0.08585694069900941,N,0.0,0.5957446808510638,Delaware,Seaford,0.10147217861503577,0,0,6,19,3,8.55324074074074,3.8580246875e-06,1.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,0.0,,,2.3333333333333335,1,4,5,0.47367014707251076,0.34611017308964526,0.01220088379978322,0.5287112887112887,0.1766879408800806,0.2511414473936632,0.3566978346942604,0.12139740418554237,0.5060139860139861,0.5794889190411578,0.42523308198222076
1374,Wendell,Massachusetts,0,11,2,1,0.023787146557018125,N,3.0,0.7659574468085106,Georgia,Sandy Springs,0.039977324263038544,0,0,7,10,971,3.0860416666666666,0.6255451019376737,1.006217616580311,0.9979402677651905,0.14212152420185376,0.02059732234809475,0.14727085478887744,0.10916580844490216,0.2286302780638517,0.19773429454170957,0.0,0.0,0.0,7.0,0.02059732234809475,0.8455200823892893,3,3,2,0.17646433298424985,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.17476475873576952,0.019287957533142493,0.3177622377622378,0.16824966078697423,0.2036606519068154
1375,Windham,New Hampshire,0,1,2,2,0.01165193709449176,N,0.0,0.42553191489361697,North Carolina,Hope Mills,0.02811616954474097,0,0,7,31,25,6.054490740740741,64.5991337962963,1.0,1.0,0.04,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,,,0.2,3,4,2,,0.169465920199058,0.038853839526416724,0.2675324675324675,0.0685253611017803,0.08411028492061666,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
